iter	Passed	Remaining
0	27	27566
1	64	32013
2	102	33998
3	145	36264
4	178	35475
5	207	34410
6	238	33847
7	265	32893
8	289	31924
9	314	31141
10	345	31025
11	376	31013
12	409	31111
13	446	31420
14	479	31478
15	512	31536
16	551	31901
17	591	32272
18	629	32510
19	663	32522
20	707	32999
21	744	33102
22	880	37419
23	911	37059
24	942	36753
25	977	36607
26	1016	36634
27	1057	36718
28	1100	36837
29	1130	36545
30	1155	36129
31	1181	35743
32	1207	35387
33	1240	35245
34	1280	35315
35	1324	35463
36	1363	35492
37	1390	35207
38	1417	34928
39	1450	34806
40	1479	34613
41	1504	34318
42	1529	34032
43	1556	33823
44	1590	33749
45	1624	33680
46	1654	33553
47	1678	33292
48	1707	33131
49	1749	33231
50	1783	33188
51	1825	33273
52	1869	33402
53	1925	33732
54	2036	34986
55	2062	34769
56	2090	34578
57	2116	34381
58	2141	34158
59	2167	33957
60	2201	33891
61	2240	33903
62	2272	33801
63	2285	33431
64	2319	33364
65	2354	33324
66	2390	33282
67	2428	33286
68	2460	33202
69	2495	33148
70	2522	33001
71	2546	32818
72	2577	32733
73	2620	32791
74	2665	32876
75	2707	32916
76	2745	32906
77	2767	32717
78	2790	32535
79	2820	32434
80	2849	32331
81	2873	32168
82	2896	32002
83	2924	31885
84	2948	31734
85	2973	31605
86	3002	31505
87	3042	31535
88	3323	34017
89	3354	33918
90	3380	33765
91	3397	33528
92	3420	33357
93	3446	33220
94	3475	33106
95	3503	32988
96	3530	32869
97	3559	32764
98	3583	32615
99	3610	32491
100	3627	32283
101	3658	32205
102	3697	32203
103	3743	32249
104	3761	32062
105	3800	32049
106	3840	32052
107	3871	31975
108	3900	31879
109	3926	31770
110	3953	31666
111	3977	31535
112	4011	31491
113	4042	31418
114	4073	31345
115	4107	31303
116	4140	31246
117	4167	31146
118	4201	31107
119	4245	31132
120	4290	31166
121	4349	31303
122	4470	31877
123	4500	31790
124	4540	31785
125	4587	31821
126	4619	31752
127	4643	31636
128	4673	31556
129	4712	31537
130	4751	31519
131	4780	31437
132	4805	31324
133	4830	31215
134	4859	31134
135	4886	31046
136	4916	30968
137	4943	30877
138	4965	30759
139	4994	30678
140	5030	30647
141	5064	30602
142	5099	30560
143	5141	30563
144	5180	30544
145	5215	30508
146	5248	30457
147	5285	30426
148	5320	30388
149	5361	30384
150	5394	30329
151	5422	30252
152	5452	30182
153	5511	30279
154	5657	30840
155	5683	30749
156	5706	30639
157	5731	30544
158	5770	30522
159	5809	30497
160	5848	30476
161	5890	30468
162	5936	30485
163	5974	30455
164	6017	30452
165	6048	30389
166	6072	30288
167	6097	30198
168	6125	30119
169	6148	30020
170	6175	29937
171	6203	29861
172	6228	29773
173	6251	29676
174	6278	29600
175	6304	29517
176	6330	29433
177	6353	29339
178	6377	29252
179	6403	29171
180	6425	29074
181	6451	28997
182	6476	28913
183	6507	28859
184	6546	28838
185	6607	28916
186	6643	28881
187	6704	28955
188	6828	29299
189	6867	29278
190	6906	29252
191	6935	29185
192	6961	29106
193	6988	29036
194	7018	28972
195	7043	28892
196	7067	28806
197	7091	28723
198	7115	28639
199	7145	28580
200	7178	28534
201	7200	28444
202	7224	28362
203	7251	28295
204	7278	28225
205	7313	28187
206	7346	28142
207	7369	28059
208	7398	28001
209	7426	27937
210	7455	27877
211	7495	27860
212	7527	27812
213	7554	27748
214	7580	27677
215	7607	27614
216	7639	27565
217	7688	27579
218	7735	27586
219	7772	27555
220	7799	27492
221	7835	27459
222	8155	28414
223	8195	28391
224	8226	28334
225	8263	28300
226	8298	28257
227	8333	28218
228	8377	28205
229	8418	28184
230	8450	28130
231	8488	28098
232	8520	28046
233	8547	27980
234	8577	27922
235	8612	27881
236	8651	27851
237	8681	27794
238	8707	27725
239	8730	27646
240	8758	27584
241	8784	27515
242	8807	27437
243	8830	27358
244	8851	27275
245	8883	27228
246	8924	27208
247	8949	27137
248	8971	27059
249	8998	26995
250	9032	26953
251	9073	26931
252	9116	26917
253	9180	26963
254	9315	27216
255	9352	27179
256	9380	27118
257	9400	27034
258	9421	26955
259	9452	26903
260	9493	26881
261	9531	26847
262	9567	26811
263	9603	26772
264	9641	26740
265	9683	26721
266	9715	26670
267	9752	26638
268	9791	26609
269	9825	26564
270	9852	26502
271	9880	26445
272	9911	26393
273	9948	26360
274	9983	26321
275	10022	26291
276	10061	26261
277	10107	26250
278	10150	26230
279	10188	26198
280	10215	26139
281	10241	26077
282	10281	26049
283	10349	26092
284	10534	26428
285	10568	26383
286	10593	26318
287	10617	26248
288	10645	26190
289	10682	26153
290	10721	26123
291	10757	26084
292	10795	26049
293	10824	25993
294	10859	25951
295	10888	25896
296	10923	25855
297	10958	25814
298	10995	25779
299	11030	25737
300	11059	25683
301	11086	25623
302	11108	25553
303	11135	25494
304	11164	25440
305	11188	25374
306	11213	25312
307	11249	25274
308	11292	25251
309	11319	25194
310	11348	25141
311	11384	25105
312	11412	25048
313	11436	24985
314	11470	24943
315	11497	24887
316	11548	24882
317	11850	25414
318	11882	25366
319	11910	25310
320	11935	25246
321	11960	25184
322	11993	25137
323	12026	25093
324	12065	25059
325	12100	25018
326	12139	24984
327	12167	24928
328	12193	24868
329	12222	24814
330	12251	24761
331	12274	24697
332	12304	24646
333	12336	24598
334	12362	24541
335	12385	24476
336	12416	24428
337	12457	24399
338	12499	24371
339	12539	24340
340	12571	24295
341	12610	24261
342	12649	24228
343	12694	24208
344	12727	24163
345	12751	24102
346	12779	24048
347	12802	23986
348	12828	23928
349	12859	23882
350	13033	24098
351	13070	24061
352	13109	24027
353	13156	24008
354	13192	23970
355	13222	23918
356	13251	23866
357	13277	23810
