iter	Passed	Remaining
0	2	2570
1	6	3003
2	9	3253
3	12	3071
4	19	3839
5	25	4251
6	30	4368
7	33	4110
8	35	3950
9	38	3850
10	46	4141
11	53	4370
12	55	4227
13	62	4430
14	65	4277
15	72	4474
16	78	4522
17	83	4574
18	86	4464
19	91	4505
20	94	4416
21	100	4481
22	103	4382
23	293	11946
24	388	15166
25	391	14683
26	395	14245
27	397	13804
28	400	13399
29	402	13015
30	405	12665
31	407	12340
32	410	12037
33	413	11743
34	414	11439
35	417	11186
36	420	10940
37	423	10721
38	425	10493
39	427	10270
40	430	10071
41	432	9869
42	435	9683
43	437	9510
44	440	9352
45	443	9190
46	445	9026
47	447	8876
48	450	8737
49	452	8604
50	455	8483
51	458	8355
52	461	8238
53	463	8124
54	477	8203
55	489	8259
56	502	8305
57	518	8420
58	531	8474
59	534	8366
60	536	8263
61	539	8162
62	547	8138
63	555	8127
64	559	8053
65	562	7957
66	565	7871
67	568	7790
68	571	7705
69	573	7613
70	575	7529
71	578	7450
72	580	7373
73	582	7292
74	585	7221
75	587	7144
76	590	7073
77	592	7009
78	596	6957
79	605	6968
80	609	6919
81	612	6854
82	614	6786
83	617	6729
84	619	6665
85	620	6595
86	623	6540
87	625	6479
88	627	6420
89	629	6367
90	632	6318
91	635	6271
92	638	6223
93	640	6170
94	642	6125
95	650	6128
96	652	6075
97	654	6025
98	657	5979
99	659	5933
100	661	5890
101	664	5847
102	666	5805
103	669	5763
104	671	5724
105	673	5683
106	676	5645
107	679	5610
108	681	5569
109	683	5531
110	686	5498
111	688	5461
112	691	5426
113	693	5388
114	696	5357
115	698	5322
116	701	5290
117	703	5257
118	705	5226
119	708	5195
120	710	5164
121	713	5134
122	715	5103
123	718	5072
124	719	5035
125	721	5004
126	723	4975
127	726	4950
128	729	4922
129	731	4892
130	733	4866
131	736	4841
132	739	4820
133	742	4795
134	744	4770
135	746	4745
136	749	4720
137	751	4695
138	754	4672
139	756	4648
140	758	4623
141	761	4598
142	763	4575
143	766	4554
144	768	4531
145	771	4510
146	775	4500
147	778	4482
148	780	4460
149	783	4439
150	785	4418
151	788	4397
152	790	4376
153	792	4355
154	795	4334
155	797	4315
156	800	4295
157	802	4277
158	805	4260
159	807	4241
160	810	4222
161	812	4202
162	815	4185
163	817	4166
164	820	4150
165	822	4132
166	824	4114
167	826	4094
168	829	4078
169	831	4060
170	833	4042
171	836	4028
172	839	4013
173	841	3996
174	844	3980
175	846	3962
176	848	3946
177	851	3930
178	853	3912
179	855	3896
180	857	3881
181	860	3865
182	862	3849
183	864	3835
184	866	3818
185	870	3810
186	873	3797
187	875	3783
188	878	3769
189	880	3755
190	882	3739
191	885	3725
192	888	3716
193	891	3703
194	894	3690
195	896	3678
196	899	3664
197	901	3651
198	904	3639
199	907	3629
200	910	3618
201	915	3617
202	921	3618
203	927	3620
204	933	3618
205	935	3605
206	938	3594
207	940	3580
208	942	3568
209	945	3557
210	947	3543
211	949	3531
212	952	3517
213	954	3506
214	958	3498
215	960	3487
216	964	3479
217	967	3470
218	970	3462
219	975	3456
220	979	3454
221	982	3443
222	984	3431
223	987	3420
224	989	3409
225	993	3403
226	996	3393
227	999	3382
228	1001	3372
229	1004	3361
