iter	RMSE
0	0.3151478982
1	0.303582418
2	0.2941835269
3	0.285413136
4	0.2770876296
5	0.2686148006
6	0.2613179347
7	0.2535755222
8	0.246597253
9	0.2399092458
10	0.2339469628
11	0.2279616509
12	0.2227103301
13	0.2169731845
14	0.2115385751
15	0.2066720622
16	0.2022997034
17	0.1982030006
18	0.1944736397
19	0.1910179244
20	0.1877373381
21	0.1845716989
22	0.1813960151
23	0.178205071
24	0.1753166296
25	0.1728962129
26	0.1701731652
27	0.1675192357
28	0.1649283141
29	0.1624109827
30	0.1603299611
31	0.1581885807
32	0.1565741436
33	0.1547013033
34	0.1529304387
35	0.1512543284
36	0.1495402427
37	0.1479233281
38	0.1466284083
39	0.1453450824
40	0.1441721477
41	0.1429953248
42	0.1417337023
43	0.1405355711
44	0.1396626861
45	0.1390858145
46	0.1380505889
47	0.1368881573
48	0.1359659083
49	0.1351644949
50	0.1344773891
51	0.1336399437
52	0.1328078528
53	0.13205875
54	0.1313721945
55	0.1307013683
56	0.1300796278
57	0.1293717399
58	0.12877237
59	0.1282693323
60	0.1276734516
61	0.1271949928
62	0.1267532604
63	0.1262719495
64	0.1258723957
65	0.1254088222
66	0.1250399836
67	0.1245164061
68	0.1238939039
69	0.1235850826
70	0.1232244453
71	0.1228006682
72	0.1223728318
73	0.1218805024
74	0.1213044619
75	0.1209845877
76	0.1206291521
77	0.120248517
78	0.1199011626
79	0.1195404794
80	0.1193624116
81	0.1191228203
82	0.1188580697
83	0.1187283275
84	0.1183323525
85	0.1180391775
86	0.1177905834
87	0.1175380346
88	0.1171712189
89	0.1170425867
90	0.1167171657
91	0.1164953863
92	0.1163548213
93	0.1159550808
94	0.1156900925
95	0.1154380159
96	0.1152190497
97	0.1149987439
98	0.1147142713
99	0.1145311784
100	0.1144031116
101	0.1142553739
102	0.1140886933
103	0.1140371407
104	0.1138610335
105	0.1135658488
106	0.1133815827
107	0.1131188629
108	0.1128752582
109	0.1125810501
110	0.1124109117
111	0.112224662
112	0.1119409583
113	0.1115684968
114	0.1114182067
115	0.1111713513
116	0.1109837114
117	0.1106858343
118	0.1104918558
119	0.1102577851
120	0.1100624482
121	0.1098891088
122	0.1097975425
123	0.1097572352
124	0.1096364489
125	0.1095242669
126	0.1093975246
127	0.1091812989
128	0.1089323139
129	0.1088183905
130	0.108706747
131	0.1085662577
132	0.1083250163
133	0.1082175864
134	0.1081005814
135	0.1080390951
136	0.1079034492
137	0.1077453124
138	0.1076436316
139	0.1074796264
140	0.1072569716
141	0.1071338812
142	0.1067610058
143	0.1065826606
144	0.1063999719
145	0.1063179845
146	0.10598406
147	0.1057729814
148	0.1055481016
149	0.1053275191
150	0.1051258862
151	0.1047917728
152	0.1046284522
153	0.1043657167
154	0.1040980381
155	0.1038839506
156	0.1037097364
157	0.1035494109
158	0.103294575
159	0.1032079245
160	0.1028955901
161	0.1026193512
162	0.1022756669
163	0.1021997121
164	0.1019701727
165	0.1018767613
166	0.1016163418
167	0.1014408467
168	0.1012083844
169	0.1009913736
170	0.1007530019
171	0.1005218822
172	0.1004634175
173	0.1002511181
174	0.1000500752
175	0.09975022234
176	0.09956380266
177	0.09933394437
178	0.09914017816
179	0.09893174378
180	0.09872138316
181	0.09848546671
182	0.09830113181
183	0.09817614623
184	0.09802787431
185	0.09779831497
186	0.09756366789
187	0.09738895415
188	0.09726133767
189	0.09709134804
190	0.09696796471
191	0.09671142973
192	0.09661107845
193	0.09646208412
194	0.09641895197
195	0.09619879339
196	0.09597775269
197	0.09586903335
198	0.09569451238
199	0.09550259187
200	0.09539603439
201	0.09531997875
202	0.09523934702
203	0.09520327103
204	0.09503022611
205	0.09501173865
206	0.094713795
207	0.09469163568
208	0.09453599237
209	0.09433778763
210	0.09424380678
211	0.09412020873
212	0.09399857092
213	0.09389508193
214	0.09373706177
215	0.09349791856
216	0.09348291571
217	0.09342292587
218	0.09325243281
219	0.09320544053
220	0.09305866719
221	0.09286017963
222	0.09277537377
223	0.09273366598
224	0.09259793662
225	0.09239171763
226	0.0922527938
227	0.09214804088
228	0.0919824633
229	0.09190691886
230	0.09181567679
231	0.09168154796
232	0.09152391341
233	0.09133043967
234	0.09114486411
235	0.09100611849
236	0.0908922545
237	0.09073802646
238	0.09066610311
239	0.09046391944
240	0.09042706042
241	0.09036400866
242	0.09034913656
243	0.09026989374
244	0.09014365086
245	0.09013826942
246	0.09000225666
247	0.08995464132
248	0.08981851132
249	0.08968420093
250	0.08962819446
251	0.0894283297
252	0.08936085913
253	0.08932219456
254	0.0892502158
255	0.08914595
256	0.08905559363
257	0.08900614352
258	0.0889185219
259	0.08889945343
260	0.08884073427
261	0.08878399124
262	0.08867245624
263	0.08858718735
264	0.088489198
265	0.08835076131
266	0.08823318055
267	0.08818158494
268	0.08806955044
269	0.08801220639
270	0.08795129863
271	0.08790077529
272	0.08782689552
273	0.08769548886
274	0.0875952481
275	0.08747039085
276	0.08736630483
277	0.08720883467
278	0.08706926443
279	0.08691558591
280	0.08679273815
281	0.08659766215
282	0.08642767795
283	0.08629653797
284	0.08624803185
285	0.08621124422
286	0.0861653819
287	0.08594855289
288	0.08589289649
289	0.0858666849
290	0.08573993641
291	0.08559881814
292	0.08542808378
293	0.08533324435
294	0.08525964796
295	0.08515206445
296	0.08500359687
297	0.08495431397
298	0.08488123252
299	0.08477584452
300	0.08463788373
301	0.08450276152
302	0.08440298496
303	0.08433899224
304	0.08431702039
305	0.08423356173
306	0.08418607258
307	0.08408113724
308	0.08404568958
309	0.08391449295
310	0.08376941813
311	0.08372646268
312	0.08358461786
313	0.08345846303
314	0.08344027698
315	0.08331969499
316	0.08323819776
317	0.08321827332
318	0.08310431941
319	0.08296884123
320	0.08292428999
321	0.08279177099
322	0.08271057457
323	0.08263571327
324	0.08253687234
325	0.0825064728
326	0.08247537837
327	0.08244358186
328	0.08232408829
329	0.08224270131
330	0.08214993947
331	0.08201028717
332	0.08193855826
333	0.08192326733
334	0.08191868177
335	0.08182625732
336	0.08169138087
337	0.08158022711
338	0.08148055942
339	0.08137422854
340	0.08126871167
341	0.0812300109
342	0.08115549461
343	0.08106961643
344	0.08101103153
345	0.08095373077
346	0.08089685895
347	0.0807957563
348	0.08074626499
349	0.08065685643
350	0.08054601873
351	0.08048863676
352	0.08046826513
353	0.08032061859
354	0.08029696627
355	0.08016924072
356	0.08015055319
357	0.08008762936
358	0.08000775462
359	0.07994542111
360	0.07981379307
361	0.07968983144
362	0.07962208765
363	0.07955033826
364	0.07949032376
365	0.07946989626
366	0.07935087748
367	0.07927626063
368	0.07917834688
369	0.07910171655
370	0.07907151328
371	0.07900059613
372	0.07897919624
373	0.07887074726
374	0.07884028772
375	0.07876065931
376	0.07874495305
377	0.0786864016
378	0.07862103054
379	0.07850149348
380	0.07842661999
381	0.07828133764
382	0.07820948885
383	0.07810934463
384	0.07808543362
385	0.07796960744
386	0.07787750245
387	0.07779226012
388	0.07773665132
389	0.0777094254
390	0.07760744116
391	0.0775546714
392	0.07748884038
393	0.07745350152
394	0.07735702316
395	0.07723380218
396	0.07715990964
397	0.07708661248
398	0.07702764251
399	0.07693917242
400	0.07691740465
401	0.07688897947
402	0.07677177983
403	0.07667768044
404	0.07663238391
405	0.07658261779
406	0.07650334356
407	0.07645301415
408	0.07640557017
409	0.07629349542
410	0.07625411321
411	0.07613759792
412	0.07609212454
413	0.07603294395
414	0.07600937818
415	0.07592472448
416	0.07585302841
417	0.07581160087
418	0.07575919602
419	0.07566698585
420	0.0756088021
421	0.07555071968
422	0.07547325027
423	0.07535598978
424	0.07527833277
425	0.07525553781
426	0.07522173643
427	0.07516784215
428	0.07508241224
429	0.07503370254
430	0.07491906976
431	0.07480873095
432	0.07473703989
433	0.07458509687
434	0.07455919292
435	0.07448292535
436	0.0743237212
437	0.07419642227
438	0.07409001366
439	0.07397589137
440	0.07389260335
441	0.07384457991
442	0.07380515697
443	0.07378416179
444	0.07372864989
445	0.07366209937
446	0.07356856789
447	0.07347925757
448	0.0734002123
449	0.07326636106
450	0.07326051388
451	0.07318506957
452	0.07313915108
453	0.07301080594
454	0.07299875216
455	0.07297328235
456	0.07292671042
457	0.07283208274
458	0.07273091977
459	0.07269046978
460	0.0725620879
461	0.07250139224
462	0.07246128362
463	0.07238442793
464	0.07231772361
465	0.07223535746
